time(1)          time(2)          stran(1)         stran(2)         stran(3)         stran(4)         stran(5)         stran(6)         stress(1)        stress(2)        stress(3)        stress(4)        stress(5)        stress(6)        statev(001)      statev(002)      statev(003)      statev(004)      statev(005)      statev(006)      statev(007)      statev(008)      statev(009)      statev(010)      statev(011)      statev(012)      statev(013)      statev(014)      statev(015)      statev(016)      statev(017)      statev(018)      statev(019)      statev(020)      statev(021)      statev(022)      statev(023)      statev(024)      statev(025)      statev(026)      statev(027)      statev(028)      statev(029)      statev(030)      statev(031)      statev(032)      statev(033)      statev(034)      statev(035)      statev(036)      statev(037)      statev(038)      statev(039)      statev(040)      statev(041)      statev(042)      statev(043)      statev(044)      statev(045)      statev(046)      statev(047)      statev(048)      statev(049)      statev(050)      statev(051)      statev(052)      statev(053)      statev(054)      statev(055)      statev(056)      statev(057)      statev(058)      statev(059)      statev(060)      statev(061)      statev(062)      statev(063)      statev(064)      statev(065)      statev(066)      statev(067)      statev(068)      
0.15000000E-02   0.15000000E-02   -.59811567E-02   0.25378338E-02   0.25378338E-02    0.0000000        0.0000000        0.0000000       -138.06489       -36.080935       -36.080935        0.0000000        0.0000000        0.0000000       0.55858808        0.0000000       0.10366838E-01    87.815495        5.0000000        1.0000000       0.81803945        0.0000000        0.0000000        99.994321        100.00284        100.00284        0.0000000        0.0000000        0.0000000        55475.000       0.69234954E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.98368829E-02    0.0000000       0.98368829E-02    0.0000000       0.98160033E-02   0.98368829E-02    1.0000000        0.0000000       0.98368829E-02    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.15250000E-02   0.15250000E-02   -.60808427E-02   0.26012281E-02   0.26012281E-02    0.0000000        0.0000000        0.0000000       -138.56854       -36.080962       -36.080962        0.0000000        0.0000000        0.0000000       0.55863032        0.0000000       0.10593106E-01    88.107055        5.0000000        1.0000000       0.82207855        0.0000000        0.0000000        99.994212        100.00289        100.00289        0.0000000        0.0000000        0.0000000        55475.000       0.67177892E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10025192E-01    0.0000000       0.10025192E-01    0.0000000       0.10004269E-01   0.10025192E-01    1.0000000        0.0000000       0.10025192E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.15500000E-02   0.15500000E-02   -.61805286E-02   0.26649522E-02   0.26649522E-02    0.0000000        0.0000000        0.0000000       -139.05978       -36.080991       -36.080991        0.0000000        0.0000000        0.0000000       0.55867359        0.0000000       0.10820247E-01    88.391551        5.0000000        1.0000000       0.82601796        0.0000000        0.0000000        99.994103        100.00295        100.00295        0.0000000        0.0000000        0.0000000        55475.000       0.65207274E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10213881E-01    0.0000000       0.10213881E-01    0.0000000       0.10192916E-01   0.10213881E-01    1.0000000        0.0000000       0.10213881E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.15750000E-02   0.15750000E-02   -.62802146E-02   0.27289966E-02   0.27289966E-02    0.0000000        0.0000000        0.0000000       -139.53900       -36.081022       -36.081022        0.0000000        0.0000000        0.0000000       0.55871786        0.0000000       0.11048234E-01    88.669213        5.0000000        1.0000000       0.82986100        0.0000000        0.0000000        99.993994        100.00300        100.00300        0.0000000        0.0000000        0.0000000        55475.000       0.63318497E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10402941E-01    0.0000000       0.10402941E-01    0.0000000       0.10381934E-01   0.10402941E-01    1.0000000        0.0000000       0.10402941E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.16000000E-02   0.16000000E-02   -.63799005E-02   0.27933522E-02   0.27933522E-02    0.0000000        0.0000000        0.0000000       -140.00663       -36.081055       -36.081055        0.0000000        0.0000000        0.0000000       0.55876310        0.0000000       0.11277043E-01    88.940265        5.0000000        1.0000000       0.83361090        0.0000000        0.0000000        99.993884        100.00306        100.00306        0.0000000        0.0000000        0.0000000        55475.000       0.61507250E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10592360E-01    0.0000000       0.10592360E-01    0.0000000       0.10571313E-01   0.10592360E-01    1.0000000        0.0000000       0.10592360E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.16250000E-02   0.16250000E-02   -.64795865E-02   0.28580102E-02   0.28580102E-02    0.0000000        0.0000000        0.0000000       -140.46304       -36.081091       -36.081091        0.0000000        0.0000000        0.0000000       0.55880929        0.0000000       0.11506649E-01    89.204919        5.0000000        1.0000000       0.83727073        0.0000000        0.0000000        99.993775        100.00311        100.00311        0.0000000        0.0000000        0.0000000        55475.000       0.59769493E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10782128E-01    0.0000000       0.10782128E-01    0.0000000       0.10761043E-01   0.10782128E-01    1.0000000        0.0000000       0.10782128E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.16500000E-02   0.16500000E-02   -.65792724E-02   0.29229621E-02   0.29229621E-02    0.0000000        0.0000000        0.0000000       -140.90860       -36.081129       -36.081129        0.0000000        0.0000000        0.0000000       0.55885640        0.0000000       0.11737029E-01    89.463383        5.0000000        1.0000000       0.84084345        0.0000000        0.0000000        99.993665        100.00317        100.00317        0.0000000        0.0000000        0.0000000        55475.000       0.58101439E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.10972235E-01    0.0000000       0.10972235E-01    0.0000000       0.10951112E-01   0.10972235E-01    1.0000000        0.0000000       0.10972235E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.16750000E-02   0.16750000E-02   -.66789584E-02   0.29881997E-02   0.29881997E-02    0.0000000        0.0000000        0.0000000       -141.34366       -36.081170       -36.081170        0.0000000        0.0000000        0.0000000       0.55890439        0.0000000       0.11968161E-01    89.715853        5.0000000        1.0000000       0.84433191        0.0000000        0.0000000        99.993555        100.00322        100.00322        0.0000000        0.0000000        0.0000000        55475.000       0.56499533E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.11162673E-01    0.0000000       0.11162673E-01    0.0000000       0.11141513E-01   0.11162673E-01    1.0000000        0.0000000       0.11162673E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.17000000E-02   0.17000000E-02   -.67786443E-02   0.30537151E-02   0.30537151E-02    0.0000000        0.0000000        0.0000000       -141.76857       -36.081213       -36.081213        0.0000000        0.0000000        0.0000000       0.55895326        0.0000000       0.12200023E-01    89.962521        5.0000000        1.0000000       0.84773884        0.0000000        0.0000000        99.993445        100.00328        100.00328        0.0000000        0.0000000        0.0000000        55475.000       0.54960440E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.11353431E-01    0.0000000       0.11353431E-01    0.0000000       0.11332235E-01   0.11353431E-01    1.0000000        0.0000000       0.11353431E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.17250000E-02   0.17250000E-02   -.68783303E-02   0.31195007E-02   0.31195007E-02    0.0000000        0.0000000        0.0000000       -142.18365       -36.081260       -36.081260        0.0000000        0.0000000        0.0000000       0.55900297        0.0000000       0.12432595E-01    90.203569        5.0000000        1.0000000       0.85106685        0.0000000        0.0000000        99.993335        100.00333        100.00333        0.0000000        0.0000000        0.0000000        55475.000       0.53481023E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.11544501E-01    0.0000000       0.11544501E-01    0.0000000       0.11523271E-01   0.11544501E-01    1.0000000        0.0000000       0.11544501E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.17500000E-02   0.17500000E-02   -.69780162E-02   0.31855492E-02   0.31855492E-02    0.0000000        0.0000000        0.0000000       -142.58923       -36.081308       -36.081308        0.0000000        0.0000000        0.0000000       0.55905350        0.0000000       0.12665857E-01    90.439174        5.0000000        1.0000000       0.85431848        0.0000000        0.0000000        99.993224        100.00339        100.00339        0.0000000        0.0000000        0.0000000        55475.000       0.52058334E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.11735874E-01    0.0000000       0.11735874E-01    0.0000000       0.11714611E-01   0.11735874E-01    1.0000000        0.0000000       0.11735874E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.17750000E-02   0.17750000E-02   -.70777021E-02   0.32518534E-02   0.32518534E-02    0.0000000        0.0000000        0.0000000       -142.98559       -36.081360       -36.081360        0.0000000        0.0000000        0.0000000       0.55910482        0.0000000       0.12899788E-01    90.669505        5.0000000        1.0000000       0.85749615        0.0000000        0.0000000        99.993114        100.00344        100.00344        0.0000000        0.0000000        0.0000000        55475.000       0.50689601E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.11927543E-01    0.0000000       0.11927543E-01    0.0000000       0.11906247E-01   0.11927543E-01    1.0000000        0.0000000       0.11927543E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.18000000E-02   0.18000000E-02   -.71773881E-02   0.33184066E-02   0.33184066E-02    0.0000000        0.0000000        0.0000000       -143.37304       -36.081415       -36.081415        0.0000000        0.0000000        0.0000000       0.55915693        0.0000000       0.13134371E-01    90.894726        5.0000000        1.0000000       0.86060219        0.0000000        0.0000000        99.993003        100.00350        100.00350        0.0000000        0.0000000        0.0000000        55475.000       0.49372214E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.12119500E-01    0.0000000       0.12119500E-01    0.0000000       0.12098171E-01   0.12119500E-01    1.0000000        0.0000000       0.12119500E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.18250000E-02   0.18250000E-02   -.72770740E-02   0.33852021E-02   0.33852021E-02    0.0000000        0.0000000        0.0000000       -143.75185       -36.081472       -36.081472        0.0000000        0.0000000        0.0000000       0.55920980        0.0000000       0.13369588E-01    91.114995        5.0000000        1.0000000       0.86363884        0.0000000        0.0000000        99.992892        100.00355        100.00355        0.0000000        0.0000000        0.0000000        55475.000       0.48103713E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.12311736E-01    0.0000000       0.12311736E-01    0.0000000       0.12290376E-01   0.12311736E-01    1.0000000        0.0000000       0.12311736E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.18500000E-02   0.18500000E-02   -.73767600E-02   0.34522336E-02   0.34522336E-02    0.0000000        0.0000000        0.0000000       -144.12229       -36.081532       -36.081532        0.0000000        0.0000000        0.0000000       0.55926340        0.0000000       0.13605420E-01    91.330462        5.0000000        1.0000000       0.86660826        0.0000000        0.0000000        99.992781        100.00361        100.00361        0.0000000        0.0000000        0.0000000        55475.000       0.46881782E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.12504245E-01    0.0000000       0.12504245E-01    0.0000000       0.12482855E-01   0.12504245E-01    1.0000000        0.0000000       0.12504245E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.18750000E-02   0.18750000E-02   -.74764459E-02   0.35194949E-02   0.35194949E-02    0.0000000        0.0000000        0.0000000       -144.48462       -36.081596       -36.081596        0.0000000        0.0000000        0.0000000       0.55931772        0.0000000       0.13841853E-01    91.541274        5.0000000        1.0000000       0.86951252        0.0000000        0.0000000        99.992669        100.00367        100.00367        0.0000000        0.0000000        0.0000000        55475.000       0.45704235E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.12697019E-01    0.0000000       0.12697019E-01    0.0000000       0.12675599E-01   0.12697019E-01    1.0000000        0.0000000       0.12697019E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19000000E-02   0.19000000E-02   -.75761319E-02   0.35869800E-02   0.35869800E-02    0.0000000        0.0000000        0.0000000       -144.83909       -36.081662       -36.081662        0.0000000        0.0000000        0.0000000       0.55937274        0.0000000       0.14078868E-01    91.747571        5.0000000        1.0000000       0.87235362        0.0000000        0.0000000        99.992558        100.00372        100.00372        0.0000000        0.0000000        0.0000000        55475.000       0.44569011E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.12890051E-01    0.0000000       0.12890051E-01    0.0000000       0.12868603E-01   0.12890051E-01    1.0000000        0.0000000       0.12890051E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19250000E-02   0.19250000E-02   -.76758178E-02   0.36546834E-02   0.36546834E-02    0.0000000        0.0000000        0.0000000       -145.18594       -36.081732       -36.081732        0.0000000        0.0000000        0.0000000       0.55942844        0.0000000       0.14316451E-01    91.949489        5.0000000        1.0000000       0.87513348        0.0000000        0.0000000        99.992446        100.00378        100.00378        0.0000000        0.0000000        0.0000000        55475.000       0.43474162E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.13083336E-01    0.0000000       0.13083336E-01    0.0000000       0.13061860E-01   0.13083336E-01    1.0000000        0.0000000       0.13083336E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19500000E-02   0.19500000E-02   -.77755038E-02   0.37225992E-02   0.37225992E-02    0.0000000        0.0000000        0.0000000       -145.52540       -36.081805       -36.081805        0.0000000        0.0000000        0.0000000       0.55948481        0.0000000       0.14554587E-01    92.147158        5.0000000        1.0000000       0.87785394        0.0000000        0.0000000        99.992335        100.00383        100.00383        0.0000000        0.0000000        0.0000000        55475.000       0.42417852E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.13276866E-01    0.0000000       0.13276866E-01    0.0000000       0.13255362E-01   0.13276866E-01    1.0000000        0.0000000       0.13276866E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.19750000E-02   0.19750000E-02   -.78751897E-02   0.37907224E-02   0.37907224E-02    0.0000000        0.0000000        0.0000000       -145.85769       -36.081881       -36.081881        0.0000000        0.0000000        0.0000000       0.55954183        0.0000000       0.14793260E-01    92.340704        5.0000000        1.0000000       0.88051680        0.0000000        0.0000000        99.992223        100.00389        100.00389        0.0000000        0.0000000        0.0000000        55475.000       0.41398341E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.13470635E-01    0.0000000       0.13470635E-01    0.0000000       0.13449105E-01   0.13470635E-01    1.0000000        0.0000000       0.13470635E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20000000E-02   0.20000000E-02   -.79748757E-02   0.38590475E-02   0.38590475E-02    0.0000000        0.0000000        0.0000000       -146.18302       -36.081960       -36.081960        0.0000000        0.0000000        0.0000000       0.55959947        0.0000000       0.15032458E-01    92.530247        5.0000000        1.0000000       0.88312377        0.0000000        0.0000000        99.992111        100.00394        100.00394        0.0000000        0.0000000        0.0000000        55475.000       0.40413986E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.13664637E-01    0.0000000       0.13664637E-01    0.0000000       0.13643082E-01   0.13664637E-01    1.0000000        0.0000000       0.13664637E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20250000E-02   0.20250000E-02   -.80745616E-02   0.39275697E-02   0.39275697E-02    0.0000000        0.0000000        0.0000000       -146.50161       -36.082042       -36.082042        0.0000000        0.0000000        0.0000000       0.55965774        0.0000000       0.15272166E-01    92.715906        5.0000000        1.0000000       0.88567650        0.0000000        0.0000000        99.991999        100.00400        100.00400        0.0000000        0.0000000        0.0000000        55475.000       0.39463233E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.13858868E-01    0.0000000       0.13858868E-01    0.0000000       0.13837286E-01   0.13858868E-01    1.0000000        0.0000000       0.13858868E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20500000E-02   0.20500000E-02   -.81742476E-02   0.39962841E-02   0.39962841E-02    0.0000000        0.0000000        0.0000000       -146.81365       -36.082128       -36.082128        0.0000000        0.0000000        0.0000000       0.55971661        0.0000000       0.15512371E-01    92.897793        5.0000000        1.0000000       0.88817657        0.0000000        0.0000000        99.991886        100.00406        100.00406        0.0000000        0.0000000        0.0000000        55475.000       0.38544610E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.14053319E-01    0.0000000       0.14053319E-01    0.0000000       0.14031714E-01   0.14053319E-01    1.0000000        0.0000000       0.14053319E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.20750000E-02   0.20750000E-02   -.82739335E-02   0.40651860E-02   0.40651860E-02    0.0000000        0.0000000        0.0000000       -147.11933       -36.082217       -36.082217        0.0000000        0.0000000        0.0000000       0.55977606        0.0000000       0.15753061E-01    93.076016        5.0000000        1.0000000       0.89062554        0.0000000        0.0000000        99.991774        100.00411        100.00411        0.0000000        0.0000000        0.0000000        55475.000       0.37656722E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.14247988E-01    0.0000000       0.14247988E-01    0.0000000       0.14226358E-01   0.14247988E-01    1.0000000        0.0000000       0.14247988E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
0.21000000E-02   0.21000000E-02   -.83736194E-02   0.41342709E-02   0.41342709E-02    0.0000000        0.0000000        0.0000000       -147.41884       -36.082309       -36.082309        0.0000000        0.0000000        0.0000000       0.55983609        0.0000000       0.15994224E-01    93.250680        5.0000000        1.0000000       0.89302488        0.0000000        0.0000000        99.991661        100.00417        100.00417        0.0000000        0.0000000        0.0000000        55475.000       0.36798249E-01    0.0000000        0.0000000        0.0000000        1.0000000       0.14442868E-01    0.0000000       0.14442868E-01    0.0000000       0.14421214E-01   0.14442868E-01    1.0000000        0.0000000       0.14442868E-01    0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000        0.0000000       
